,home_team,home_goals,away_goals,away_team,wcm,dif_inter_match,dif_inter_match_won,dif_inter_match_lost,dif_inter_match_tie,dif_inter_goals_sco,dif_inter_goals_con,dif_wc_match,dif_wc_match_won,dif_wc_match_lost,dif_wc_match_tied,dif_wc_goals_sco,dif_wc_goals_con,status
5582,Brazil,0,2,England,0,-68.0,13.0,-39.0,-42.0,-192.0,-145.0,40.0,44.0,-1.0,-3.0,138.0,41.0,3
5583,Israel,0,0,Wales,0,-544.0,-198.0,-235.0,-111.0,-726.0,-852.0,-2.0,-1.0,0.0,-1.0,-3.0,-1.0,2
5584,France,1,0,Denmark,0,-3.0,32.0,-41.0,6.0,-19.0,-53.0,46.0,25.0,13.0,8.0,90.0,51.0,1
5585,Belgium,2,0,Yugoslavia,0,592.0,267.0,201.0,124.0,1060.0,895.0,11.0,4.0,6.0,1.0,8.0,26.0,1
5586,Uruguay,2,0,England,0,-115.0,-190.0,93.0,-18.0,-839.0,114.0,-13.0,-5.0,1.0,-9.0,-4.0,10.0,1
5587,Germany,0,0,Portugal,0,258.0,204.0,14.0,40.0,926.0,310.0,79.0,53.0,12.0,14.0,177.0,90.0,2
5588,Romania,1,1,Spain,0,-470.0,-338.0,-39.0,-93.0,-1144.0,-281.0,-42.0,-22.0,-10.0,-10.0,-69.0,-40.0,2
5589,Denmark,5,0,Yugoslavia,0,648.0,303.0,214.0,131.0,1157.0,844.0,-17.0,-7.0,-7.0,-3.0,-30.0,-20.0,1
5590,France,5,0,Belgium,0,53.0,68.0,-28.0,13.0,78.0,-104.0,18.0,14.0,0.0,4.0,52.0,5.0,1
5591,Brazil,0,0,Argentina,0,-22.0,75.0,-48.0,-49.0,261.0,-144.0,28.0,30.0,-5.0,3.0,92.0,12.0,2
5592,Chile,0,0,England,0,-576.0,-470.0,25.0,-131.0,-1752.0,-278.0,-36.0,-18.0,-4.0,-14.0,-51.0,-15.0,2
5593,Germany,2,1,Romania,0,678.0,449.0,106.0,123.0,1757.0,711.0,88.0,59.0,14.0,15.0,196.0,93.0,1
5594,Portugal,1,1,Spain,0,-50.0,-93.0,53.0,-10.0,-313.0,120.0,-33.0,-16.0,-8.0,-9.0,-50.0,-37.0,2
5595,Denmark,3,2,Belgium,0,56.0,36.0,13.0,7.0,97.0,-51.0,-28.0,-11.0,-13.0,-4.0,-38.0,-46.0,1
5596,France,3,2,Yugoslavia,0,645.0,335.0,173.0,137.0,1138.0,791.0,29.0,18.0,6.0,5.0,60.0,31.0,1
5597,Germany,0,1,Spain,0,208.0,111.0,67.0,30.0,613.0,430.0,46.0,37.0,4.0,5.0,127.0,53.0,3
5598,Portugal,1,0,Romania,0,420.0,245.0,92.0,83.0,831.0,401.0,9.0,6.0,2.0,1.0,19.0,3.0,1
5599,Brazil,1,0,Uruguay,0,47.0,203.0,-132.0,-24.0,647.0,-259.0,53.0,49.0,-2.0,6.0,142.0,31.0,1
5600,France,3,2,Portugal,0,191.0,101.0,61.0,29.0,388.0,353.0,36.0,20.0,9.0,7.0,71.0,42.0,1
5601,Morocco,2,1,Senegal,0,-14.0,13.0,-33.0,6.0,58.0,-87.0,8.0,-1.0,7.0,2.0,3.0,12.0,1
5602,Denmark,1,1,Spain,0,144.0,-24.0,155.0,13.0,94.0,526.0,-43.0,-21.0,-12.0,-10.0,-69.0,-46.0,2
5603,France,2,0,Spain,0,141.0,8.0,114.0,19.0,75.0,473.0,3.0,4.0,1.0,-2.0,21.0,5.0,1
5604,Kenya,1,3,Cameroon,0,-516.0,-244.0,-112.0,-160.0,-747.0,-469.0,-23.0,-4.0,-12.0,-7.0,-18.0,-43.0,3
5605,Sierra Leone,0,1,Morocco,0,-502.0,-256.0,-101.0,-145.0,-763.0,-368.0,-16.0,-2.0,-9.0,-5.0,-14.0,-22.0,3
5606,Angola,1,0,Senegal,0,-520.0,-250.0,-135.0,-135.0,-721.0,-471.0,-5.0,-3.0,-1.0,-1.0,-10.0,-8.0,1
5607,Egypt,2,1,Cameroon,0,-362.0,-181.0,-62.0,-119.0,-577.0,-328.0,-16.0,-4.0,-7.0,-5.0,-13.0,-31.0,1
5608,Morocco,4,0,Sierra Leone,0,502.0,256.0,101.0,145.0,763.0,368.0,16.0,2.0,9.0,5.0,14.0,22.0,1
5609,Senegal,1,0,Angola,0,520.0,250.0,135.0,135.0,721.0,471.0,5.0,3.0,1.0,1.0,10.0,8.0,1
5610,Uruguay,1,0,Argentina,0,-69.0,-128.0,84.0,-25.0,-386.0,115.0,-25.0,-19.0,-3.0,-3.0,-50.0,-19.0,1
5611,Ghana,1,0,Niger,0,585.0,291.0,134.0,160.0,976.0,546.0,12.0,4.0,5.0,3.0,13.0,16.0,1
5612,Argentina,0,0,Uruguay,0,69.0,128.0,-84.0,25.0,386.0,-115.0,25.0,19.0,3.0,3.0,50.0,19.0,2
5613,Burkina Faso,0,2,Ghana,0,-550.0,-277.0,-131.0,-142.0,-924.0,-527.0,-12.0,-4.0,-5.0,-3.0,-13.0,-16.0,3
5614,Iran,5,0,Bangladesh,0,481.0,286.0,69.0,126.0,952.0,291.0,15.0,2.0,9.0,4.0,9.0,24.0,1
5615,Republic of Ireland,0,0,Mexico,0,-595.0,-375.0,-104.0,-116.0,-1230.0,-483.0,-44.0,-14.0,-24.0,-6.0,-50.0,-88.0,2
5616,Iran,3,1,Syria,0,410.0,276.0,36.0,98.0,882.0,220.0,15.0,2.0,9.0,4.0,9.0,24.0,1
5617,German DR,1,1,Mexico,0,-764.0,-409.0,-177.0,-178.0,-1382.0,-745.0,-57.0,-16.0,-27.0,-14.0,-60.0,-98.0,2
5618,Iran,5,0,Thailand,0,385.0,272.0,9.0,104.0,876.0,125.0,15.0,2.0,9.0,4.0,9.0,24.0,1
5619,Indonesia,0,1,Iran,0,-400.0,-274.0,-14.0,-112.0,-875.0,-122.0,-14.0,-2.0,-8.0,-4.0,-9.0,-18.0,3
5620,Iran,7,1,Philippines,0,487.0,284.0,77.0,126.0,936.0,330.0,15.0,2.0,9.0,4.0,9.0,24.0,1
5621,Finland,0,3,Mexico,0,-629.0,-414.0,-67.0,-148.0,-1314.0,-335.0,-57.0,-16.0,-27.0,-14.0,-60.0,-98.0,3
5622,Iran,1,0,Syria,0,410.0,276.0,36.0,98.0,882.0,220.0,15.0,2.0,9.0,4.0,9.0,24.0,1
5623,Russia,3,0,Mexico,0,-636.0,-366.0,-140.0,-130.0,-1218.0,-588.0,-12.0,3.0,-11.0,-4.0,17.0,-44.0,1
5624,Hungary,3,0,Switzerland,0,-502.0,-165.0,-221.0,-116.0,-634.0,-803.0,-5.0,3.0,-3.0,-5.0,37.0,-7.0,1
5625,Sweden,1,1,Mexico,0,-494.0,-308.0,-72.0,-114.0,-954.0,-320.0,-6.0,3.0,-8.0,-1.0,20.0,-25.0,2
5626,Colombia,1,0,Argentina,0,-659.0,-409.0,-88.0,-162.0,-1446.0,-598.0,-59.0,-34.0,-13.0,-12.0,-105.0,-63.0,1
5627,Hungary,0,2,Mexico,0,-572.0,-333.0,-100.0,-139.0,-990.0,-364.0,-25.0,-1.0,-13.0,-11.0,27.0,-41.0,3
5628,Norway,1,1,Poland,0,-537.0,-277.0,-111.0,-149.0,-1049.0,-532.0,-26.0,-14.0,-10.0,-2.0,-39.0,-37.0,2
5629,Switzerland,0,2,Argentina,0,-135.0,-221.0,146.0,-60.0,-567.0,366.0,-44.0,-31.0,-6.0,-7.0,-87.0,-29.0,3
5630,Singapore,0,1,Qatar,0,-482.0,-229.0,-126.0,-127.0,-764.0,-441.0,0.0,0.0,0.0,0.0,0.0,0.0,3
5631,Belgium,0,2,Argentina,0,-176.0,-169.0,68.0,-75.0,-376.0,206.0,-33.0,-23.0,-4.0,-6.0,-69.0,-21.0,3
5632,Qatar,8,0,Afghanistan,0,555.0,235.0,187.0,133.0,808.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5633,Denmark,3,1,Austria,0,560.0,286.0,155.0,119.0,1061.0,655.0,-9.0,-3.0,-7.0,1.0,-13.0,-21.0,1
5634,England,1,0,German DR,0,875.0,524.0,143.0,208.0,2046.0,819.0,69.0,29.0,19.0,21.0,91.0,64.0,1
5635,Finland,0,2,Poland,0,-578.0,-312.0,-107.0,-159.0,-1171.0,-552.0,-34.0,-16.0,-13.0,-5.0,-46.0,-45.0,3
5636,Germany,1,3,Argentina,0,-56.0,2.0,-7.0,-51.0,240.0,59.0,28.0,24.0,-1.0,5.0,89.0,32.0,3
5637,Iceland,1,0,Wales,0,-537.0,-209.0,-209.0,-119.0,-749.0,-747.0,-2.0,-1.0,1.0,-2.0,-2.0,1.0,1
5638,Norway,0,1,Switzerland,0,-518.0,-211.0,-192.0,-115.0,-836.0,-754.0,-29.0,-10.0,-14.0,-5.0,-43.0,-56.0,3
5639,Qatar,1,0,Hong Kong,0,488.0,225.0,138.0,125.0,763.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5640,Sweden,0,1,Portugal,0,-245.0,-159.0,-26.0,-60.0,-479.0,-142.0,21.0,5.0,9.0,7.0,31.0,38.0,3
5641,Qatar,2,0,Jordan,0,498.0,219.0,160.0,119.0,757.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5642,Mexico,1,1,Argentina,0,-65.0,-53.0,25.0,-37.0,-211.0,-73.0,-24.0,-27.0,4.0,-1.0,-77.0,5.0,2
5643,Uruguay,2,0,Peru,0,571.0,304.0,125.0,142.0,1056.0,597.0,38.0,19.0,10.0,9.0,66.0,41.0,1
5644,China PR,1,0,Qatar,0,-375.0,-195.0,-99.0,-81.0,-630.0,-366.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5645,Ghana,3,1,Gambia,0,574.0,288.0,131.0,155.0,965.0,546.0,12.0,4.0,5.0,3.0,13.0,16.0,1
5646,Saudi Arabia,1,2,Iceland,0,485.0,299.0,71.0,115.0,911.0,276.0,13.0,3.0,9.0,1.0,9.0,34.0,3
5647,Denmark,1,0,Norway,0,533.0,299.0,127.0,107.0,1124.0,543.0,12.0,7.0,3.0,2.0,23.0,18.0,1
5648,Poland,2,0,Turkey,0,628.0,299.0,174.0,155.0,1198.0,795.0,24.0,11.0,9.0,4.0,26.0,28.0,1
5649,Tunisia,5,0,Nigeria,0,433.0,210.0,105.0,118.0,692.0,399.0,-6.0,-4.0,-3.0,1.0,-10.0,-5.0,1
5650,Curaçao,0,0,United States,0,-649.0,-304.0,-208.0,-137.0,-1001.0,-770.0,-33.0,-8.0,-19.0,-6.0,-37.0,-62.0,2
5651,South Korea,1,2,Japan,0,207.0,148.0,-18.0,77.0,372.0,-18.0,13.0,1.0,8.0,4.0,14.0,41.0,3
5652,Peru,1,3,Uruguay,0,-571.0,-304.0,-125.0,-142.0,-1056.0,-597.0,-38.0,-19.0,-10.0,-9.0,-66.0,-41.0,3
5653,South Korea,5,0,Cameroon,0,318.0,225.0,39.0,54.0,773.0,188.0,11.0,2.0,7.0,2.0,16.0,27.0,1
5654,United States,4,0,Curaçao,0,649.0,304.0,208.0,137.0,1001.0,770.0,33.0,8.0,19.0,6.0,37.0,62.0,1
5655,Saudi Arabia,2,1,Thailand,0,514.0,296.0,96.0,122.0,933.0,379.0,16.0,3.0,11.0,2.0,11.0,39.0,1
5656,Mexico,1,0,Colombia,0,594.0,356.0,113.0,125.0,1235.0,525.0,35.0,7.0,17.0,11.0,28.0,68.0,1
5657,United States,3,1,El Salvador,0,540.0,290.0,130.0,120.0,928.0,546.0,27.0,8.0,13.0,6.0,36.0,40.0,1
5658,South Korea,6,0,Yemen,0,829.0,470.0,139.0,220.0,1529.0,631.0,34.0,6.0,19.0,9.0,34.0,70.0,1
5659,Saudi Arabia,1,3,Thailand,0,514.0,296.0,96.0,122.0,933.0,379.0,16.0,3.0,11.0,2.0,11.0,39.0,3
5660,El Salvador,0,1,Mexico,0,-713.0,-429.0,-111.0,-173.0,-1418.0,-544.0,-51.0,-16.0,-21.0,-14.0,-59.0,-76.0,3
5661,United States,1,0,Colombia,0,421.0,217.0,132.0,72.0,745.0,527.0,11.0,-1.0,9.0,3.0,5.0,32.0,1
5662,South Korea,6,0,Pakistan,0,852.0,468.0,162.0,222.0,1530.0,681.0,34.0,6.0,19.0,9.0,34.0,70.0,1
5663,Luxembourg,0,4,France,0,-649.0,-393.0,-94.0,-162.0,-1345.0,-537.0,-66.0,-34.0,-19.0,-13.0,-120.0,-77.0,3
5664,Guatemala,4,0,United States,0,-544.0,-280.0,-155.0,-109.0,-896.0,-618.0,-33.0,-8.0,-19.0,-6.0,-37.0,-62.0,1
5665,Portugal,2,1,Czechoslovakia,0,438.0,222.0,113.0,103.0,748.0,466.0,0.0,3.0,-4.0,1.0,5.0,-10.0,1
5666,Algeria,1,0,Canada,0,-263.0,-102.0,-111.0,-50.0,-361.0,-378.0,10.0,3.0,4.0,3.0,13.0,14.0,1
5667,South Korea,0,0,Malaysia,0,763.0,450.0,115.0,198.0,1440.0,549.0,34.0,6.0,19.0,9.0,34.0,70.0,2
5668,Belgium,3,1,Albania,0,660.0,324.0,189.0,147.0,1308.0,959.0,48.0,20.0,19.0,9.0,68.0,72.0,1
5669,England,5,0,Finland,0,740.0,529.0,33.0,178.0,1978.0,409.0,69.0,29.0,19.0,21.0,91.0,64.0,1
5670,Germany,2,0,Sweden,0,503.0,363.0,40.0,100.0,1405.0,452.0,58.0,48.0,3.0,7.0,146.0,52.0,1
5671,Mexico,2,1,United States,0,173.0,139.0,-19.0,53.0,490.0,-2.0,24.0,8.0,8.0,8.0,23.0,36.0,1
5672,Netherlands,1,2,Hungary,0,475.0,275.0,87.0,113.0,1071.0,440.0,18.0,12.0,-3.0,9.0,-1.0,-9.0,3
5673,Poland,3,1,Greece,0,653.0,318.0,173.0,162.0,1244.0,830.0,24.0,14.0,7.0,3.0,41.0,25.0,1
5674,Spain,3,0,Wales,0,-19.0,174.0,-200.0,7.0,512.0,-533.0,58.0,29.0,17.0,12.0,95.0,68.0,1
5675,Switzerland,1,0,Denmark,0,-15.0,-88.0,65.0,8.0,-288.0,211.0,17.0,3.0,11.0,3.0,20.0,38.0,1
5676,India,0,1,South Korea,0,-811.0,-464.0,-136.0,-211.0,-1485.0,-594.0,-34.0,-6.0,-19.0,-9.0,-34.0,-70.0,3
5677,Saudi Arabia,7,0,Nepal,0,615.0,310.0,161.0,144.0,1014.0,547.0,16.0,3.0,11.0,2.0,11.0,39.0,1
5678,Tunisia,2,0,Canada,0,195.0,109.0,7.0,79.0,366.0,85.0,12.0,2.0,6.0,4.0,13.0,20.0,1
5679,Saudi Arabia,1,0,United Arab Emirates,0,480.0,280.0,93.0,107.0,903.0,402.0,13.0,3.0,8.0,2.0,9.0,28.0,1
5680,Morocco,3,2,Canada,0,147.0,115.0,-36.0,68.0,298.0,-81.0,13.0,2.0,6.0,5.0,14.0,17.0,1
5681,Saudi Arabia,5,0,Sri Lanka,0,617.0,310.0,163.0,144.0,1015.0,572.0,16.0,3.0,11.0,2.0,11.0,39.0,1
5682,Argentina,1,1,Mexico,0,65.0,53.0,-25.0,37.0,211.0,73.0,24.0,27.0,-4.0,1.0,77.0,-5.0,2
5683,Saudi Arabia,6,0,Oman,0,520.0,295.0,108.0,117.0,935.0,441.0,16.0,3.0,11.0,2.0,11.0,39.0,1
5684,Benin,0,2,Tunisia,0,-557.0,-258.0,-138.0,-161.0,-848.0,-512.0,-15.0,-2.0,-9.0,-4.0,-13.0,-25.0,3
5685,Chile,1,0,Mexico,0,-465.0,-355.0,-9.0,-101.0,-1088.0,-204.0,-24.0,-5.0,-12.0,-7.0,-20.0,-49.0,1
5686,Poland,2,2,Albania,0,720.0,338.0,186.0,196.0,1330.0,897.0,34.0,16.0,13.0,5.0,46.0,45.0,2
5687,Uruguay,1,1,Mexico,0,-4.0,-75.0,59.0,12.0,-175.0,188.0,-1.0,8.0,-7.0,-2.0,27.0,-24.0,2
5688,Egypt,1,0,Canada,0,-223.0,-90.0,-92.0,-41.0,-326.0,-318.0,4.0,0.0,2.0,2.0,5.0,7.0,1
5689,China PR,3,2,Australia,0,-330.0,-227.0,-44.0,-59.0,-888.0,-249.0,-16.0,-2.0,-10.0,-4.0,-13.0,-31.0,1
5690,Switzerland,1,1,Italy,0,438.0,120.0,259.0,59.0,595.0,936.0,-46.0,-33.0,0.0,-13.0,-78.0,-13.0,2
5691,Trinidad and Tobago,0,2,Mexico,0,-762.0,-438.0,-141.0,-183.0,-1459.0,-674.0,-54.0,-16.0,-25.0,-13.0,-60.0,-94.0,3
5692,Tunisia,4,0,Benin,0,557.0,258.0,138.0,161.0,848.0,512.0,15.0,2.0,9.0,4.0,13.0,25.0,1
5693,Austria,1,0,Netherlands,0,-518.0,-308.0,-86.0,-124.0,-1210.0,-503.0,-21.0,-15.0,2.0,-8.0,-43.0,-1.0,1
5694,Denmark,3,0,Republic of Ireland,0,540.0,295.0,160.0,85.0,1162.0,711.0,7.0,7.0,3.0,-3.0,20.0,16.0,1
5695,Portugal,1,3,Sweden,0,245.0,159.0,26.0,60.0,479.0,142.0,-21.0,-5.0,-9.0,-7.0,-31.0,-38.0,3
5696,Scotland,3,1,Spain,0,-248.0,-222.0,36.0,-62.0,-712.0,10.0,-40.0,-26.0,-6.0,-8.0,-74.0,-31.0,1
5697,Turkey,0,8,England,0,-790.0,-516.0,-100.0,-174.0,-2005.0,-652.0,-59.0,-24.0,-15.0,-20.0,-71.0,-47.0,3
5698,Wales,2,1,Iceland,0,537.0,209.0,209.0,119.0,749.0,747.0,2.0,1.0,-1.0,2.0,2.0,-1.0,1
5699,Ghana,2,0,Ivory Coast,0,469.0,241.0,105.0,123.0,805.0,423.0,3.0,1.0,0.0,2.0,0.0,2.0,1
5700,Saudi Arabia,2,1,Finland,0,397.0,274.0,30.0,93.0,802.0,99.0,16.0,3.0,11.0,2.0,11.0,39.0,1
5701,France,1,0,Bulgaria,0,593.0,344.0,127.0,122.0,1202.0,679.0,40.0,31.0,4.0,5.0,98.0,24.0,1
5702,Ghana,2,2,Togo,0,519.0,275.0,104.0,140.0,906.0,447.0,9.0,4.0,2.0,3.0,12.0,10.0,2
5703,Qatar,2,2,Finland,0,330.0,199.0,48.0,83.0,597.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,2
5704,Burkina Faso,1,1,Ghana,0,-550.0,-277.0,-131.0,-142.0,-924.0,-527.0,-12.0,-4.0,-5.0,-3.0,-13.0,-16.0,2
5705,Qatar,1,1,Finland,0,330.0,199.0,48.0,83.0,597.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,2
5706,Benin,1,3,Ghana,0,-573.0,-289.0,-128.0,-156.0,-958.0,-516.0,-12.0,-4.0,-5.0,-3.0,-13.0,-16.0,3
5707,Ghana,1,1,Togo,0,519.0,275.0,104.0,140.0,906.0,447.0,9.0,4.0,2.0,3.0,12.0,10.0,2
5708,United States,0,0,Ecuador,0,155.0,151.0,-4.0,8.0,383.0,17.0,23.0,4.0,14.0,5.0,27.0,51.0,2
5709,Iran,3,0,United Arab Emirates,0,351.0,256.0,6.0,89.0,846.0,148.0,12.0,2.0,6.0,4.0,7.0,13.0,1
5710,Qatar,1,1,Syria,0,472.0,225.0,141.0,106.0,734.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,2
5711,Saudi Arabia,1,1,South Korea,0,-234.0,-160.0,5.0,-79.0,-526.0,-98.0,-18.0,-3.0,-8.0,-7.0,-23.0,-31.0,2
5712,United States,2,2,Ecuador,0,155.0,151.0,-4.0,8.0,383.0,17.0,23.0,4.0,14.0,5.0,27.0,51.0,2
5713,China PR,0,2,Iran,0,-313.0,-246.0,6.0,-73.0,-778.0,-83.0,-15.0,-2.0,-9.0,-4.0,-9.0,-24.0,3
5714,Kuwait,1,0,Qatar,0,-410.0,-183.0,-128.0,-99.0,-641.0,-464.0,3.0,0.0,2.0,1.0,2.0,6.0,1
5715,Mexico,3,2,Ecuador,0,328.0,290.0,-23.0,61.0,873.0,15.0,47.0,12.0,22.0,13.0,50.0,87.0,1
5716,Syria,0,1,Saudi Arabia,0,-539.0,-300.0,-123.0,-116.0,-939.0,-474.0,-16.0,-3.0,-11.0,-2.0,-11.0,-39.0,3
5717,South Korea,0,0,Kuwait,0,711.0,418.0,105.0,188.0,1372.0,533.0,31.0,6.0,17.0,8.0,32.0,64.0,2
5718,Honduras,0,0,Ecuador,0,-347.0,-114.0,-150.0,-83.0,-454.0,-544.0,-1.0,-4.0,1.0,2.0,-7.0,3.0,2
5719,Iran,0,0,India,0,448.0,280.0,54.0,114.0,902.0,242.0,15.0,2.0,9.0,4.0,9.0,24.0,2
5720,Syria,1,0,South Korea,0,-773.0,-460.0,-118.0,-195.0,-1465.0,-572.0,-34.0,-6.0,-19.0,-9.0,-34.0,-70.0,1
5721,France,2,0,German DR,0,706.0,361.0,192.0,153.0,1295.0,920.0,66.0,34.0,19.0,13.0,120.0,77.0,1
5722,Italy,2,0,Poland,0,-457.0,-186.0,-178.0,-93.0,-808.0,-714.0,49.0,29.0,4.0,16.0,82.0,32.0,1
5723,Qatar,1,1,Saudi Arabia,0,-67.0,-75.0,18.0,-10.0,-205.0,29.0,-16.0,-3.0,-11.0,-2.0,-11.0,-39.0,2
5724,Guatemala,1,0,Ecuador,0,-389.0,-129.0,-159.0,-101.0,-513.0,-601.0,-10.0,-4.0,-5.0,-1.0,-10.0,-11.0,1
5725,Chad,0,2,Cameroon,0,-535.0,-245.0,-124.0,-166.0,-761.0,-524.0,-23.0,-4.0,-12.0,-7.0,-18.0,-43.0,3
5726,South Korea,0,1,Qatar,0,301.0,235.0,-23.0,89.0,731.0,69.0,34.0,6.0,19.0,9.0,34.0,70.0,3
5727,Singapore,1,1,Iran,0,-420.0,-280.0,-21.0,-119.0,-912.0,-158.0,-15.0,-2.0,-9.0,-4.0,-9.0,-24.0,2
5728,Saudi Arabia,1,0,Kuwait,0,477.0,258.0,110.0,109.0,846.0,435.0,13.0,3.0,9.0,1.0,9.0,33.0,1
5729,El Salvador,0,0,Ecuador,0,-385.0,-139.0,-134.0,-112.0,-545.0,-529.0,-4.0,-4.0,1.0,-1.0,-9.0,11.0,2
5730,Saudi Arabia,1,1,Iran,0,129.0,24.0,87.0,18.0,57.0,254.0,1.0,1.0,2.0,-2.0,2.0,15.0,2
5731,Cameroon,0,0,Gabon,0,473.0,230.0,98.0,145.0,705.0,443.0,23.0,4.0,12.0,7.0,18.0,43.0,2
5732,Iran,1,1,Kuwait,0,348.0,234.0,23.0,91.0,789.0,181.0,12.0,2.0,7.0,3.0,7.0,18.0,2
5733,Malta,2,3,Germany,0,-775.0,-496.0,-104.0,-175.0,-1930.0,-712.0,-109.0,-67.0,-22.0,-20.0,-226.0,-125.0,3
5734,Saudi Arabia,2,0,China PR,0,442.0,270.0,81.0,91.0,835.0,337.0,16.0,3.0,11.0,2.0,11.0,39.0,1
5735,Central African Republic,1,7,Cameroon,0,-538.0,-245.0,-127.0,-166.0,-764.0,-523.0,-23.0,-4.0,-12.0,-7.0,-18.0,-43.0,3
5736,Greece,0,0,Belgium,0,-593.0,-304.0,-176.0,-113.0,-1222.0,-892.0,-38.0,-18.0,-13.0,-7.0,-63.0,-52.0,2
5737,Congo,2,2,Cameroon,0,-482.0,-230.0,-98.0,-154.0,-696.0,-428.0,-23.0,-4.0,-12.0,-7.0,-18.0,-43.0,2
5738,Albania,2,0,Belgium,0,-660.0,-324.0,-189.0,-147.0,-1308.0,-959.0,-48.0,-20.0,-19.0,-9.0,-68.0,-72.0,1
5739,Cyprus,0,1,Netherlands,0,-672.0,-388.0,-123.0,-161.0,-1568.0,-676.0,-50.0,-27.0,-11.0,-12.0,-86.0,-48.0,3
5740,Algeria,1,2,Ghana,0,-474.0,-242.0,-108.0,-124.0,-837.0,-467.0,1.0,-1.0,2.0,0.0,0.0,3.0,3
5741,Ivory Coast,3,1,Tunisia,0,-453.0,-210.0,-115.0,-128.0,-695.0,-419.0,-6.0,1.0,-4.0,-3.0,0.0,-11.0,1
5742,Algeria,3,1,Tunisia,0,-458.0,-211.0,-118.0,-129.0,-727.0,-463.0,-2.0,1.0,-2.0,-1.0,0.0,-6.0,1
5743,Ivory Coast,2,0,Ghana,0,-469.0,-241.0,-105.0,-123.0,-805.0,-423.0,-3.0,-1.0,0.0,-2.0,0.0,-2.0,1
5744,Ghana,0,2,Tunisia,0,16.0,31.0,-10.0,-5.0,110.0,4.0,-3.0,2.0,-4.0,-1.0,0.0,-9.0,3
5745,Libya,0,0,Morocco,0,-479.0,-247.0,-89.0,-143.0,-741.0,-343.0,-16.0,-2.0,-9.0,-5.0,-14.0,-22.0,2
5746,Iran,1,3,Yugoslavia,0,342.0,219.0,34.0,89.0,656.0,126.0,-22.0,-14.0,-4.0,-4.0,-51.0,-22.0,3
5747,Spain,3,1,Finland,0,430.0,358.0,-32.0,104.0,1152.0,37.0,63.0,30.0,18.0,15.0,99.0,72.0,1
5748,Honduras,1,0,Denmark,0,-620.0,-324.0,-183.0,-113.0,-1259.0,-787.0,-11.0,-9.0,0.0,-2.0,-27.0,-12.0,1
5749,Iran,0,2,Russia,0,275.0,202.0,16.0,57.0,649.0,98.0,-30.0,-17.0,-7.0,-6.0,-68.0,-30.0,3
5750,Germany,0,1,Hungary,0,581.0,388.0,68.0,125.0,1441.0,496.0,77.0,52.0,8.0,17.0,139.0,68.0,3
5751,Uruguay,3,0,German DR,0,760.0,334.0,236.0,190.0,1207.0,933.0,56.0,24.0,20.0,12.0,87.0,74.0,1
5752,Portugal,2,3,Romania,0,420.0,245.0,92.0,83.0,831.0,401.0,9.0,6.0,2.0,1.0,19.0,3.0,3
5753,India,0,1,Morocco,0,-501.0,-263.0,-91.0,-147.0,-759.0,-315.0,-16.0,-2.0,-9.0,-5.0,-14.0,-22.0,3
5754,Colombia,2,2,Switzerland,0,-524.0,-188.0,-234.0,-102.0,-879.0,-964.0,-15.0,-3.0,-7.0,-5.0,-18.0,-34.0,2
5755,Morocco,0,1,Russia,0,328.0,185.0,53.0,90.0,506.0,171.0,-29.0,-17.0,-7.0,-5.0,-63.0,-32.0,3
5756,Cameroon,1,0,Egypt,0,362.0,181.0,62.0,119.0,577.0,328.0,16.0,4.0,7.0,5.0,13.0,31.0,1
5757,Uruguay,1,0,Paraguay,0,476.0,284.0,96.0,96.0,944.0,403.0,29.0,17.0,10.0,2.0,57.0,36.0,1
5758,Bulgaria,1,0,Switzerland,0,-581.0,-224.0,-233.0,-124.0,-933.0,-943.0,-11.0,-9.0,-2.0,0.0,-28.0,-11.0,1
5759,Iran,1,0,North Korea,0,421.0,269.0,52.0,100.0,896.0,281.0,8.0,1.0,4.0,3.0,3.0,3.0,1
5760,Mexico,5,0,Poland,0,51.0,102.0,-40.0,-11.0,143.0,-217.0,23.0,0.0,14.0,9.0,14.0,53.0,1
5761,Bolivia,0,1,Uruguay,0,-670.0,-344.0,-156.0,-170.0,-1197.0,-639.0,-50.0,-24.0,-15.0,-11.0,-86.0,-54.0,3
5762,Bulgaria,2,2,Poland,0,-600.0,-290.0,-152.0,-158.0,-1146.0,-721.0,-8.0,-13.0,2.0,3.0,-24.0,8.0,2
5763,Cameroon,0,0,Egypt,0,362.0,181.0,62.0,119.0,577.0,328.0,16.0,4.0,7.0,5.0,13.0,31.0,2
5764,Costa Rica,2,1,El Salvador,0,478.0,252.0,93.0,133.0,909.0,388.0,12.0,5.0,2.0,5.0,18.0,6.0,1
5765,Ecuador,2,3,German DR,0,436.0,119.0,200.0,117.0,509.0,730.0,10.0,4.0,5.0,1.0,10.0,11.0,3
5766,Mexico,1,2,Switzerland,0,70.0,168.0,-121.0,23.0,356.0,-439.0,20.0,4.0,10.0,6.0,10.0,34.0,3
